6520,NULL
98056,NULL
98057,NULL
20415099,
30056640,NULL
30074576,NULL
30079236,NULL
30079748,NULL
30079847,NULL
30086272,NULL
30087101,NULL
30089167,NULL
30090026,NULL
30090125,NULL
30090132,NULL
30092921,NULL
30093980,NULL
30094154,NULL
30094284,NULL
30096585,NULL
30096592,NULL
30096608,NULL
30096615,NULL
30096622,NULL
30096912,NULL
30096929,NULL
30096936,NULL
30096943,NULL
30096950,NULL
30096967,NULL
30096974,NULL
30096981,NULL
30096998,NULL
30097001,NULL
30097018,NULL
30097025,NULL
30097032,NULL
30097049,NULL
30097056,NULL
30097063,NULL
30097094,NULL
30097100,NULL
30097124,NULL
30097162,NULL
30097186,NULL
30097193,NULL
30097216,NULL
30097223,NULL
30097230,NULL
30097247,NULL
30097254,NULL
30097346,NULL
30098756,NULL
30099463,NULL
30099470,NULL
30099494,NULL
30099500,NULL
30099524,NULL
30099531,NULL
30100848,NULL
30100855,NULL
30100862,NULL
30101326,NULL
30101647,NULL
30101746,NULL
30101791,NULL
30103733,NULL
30103986,NULL
30103993,NULL
30104006,NULL
30104013,NULL
30104068,NULL
30104075,NULL
30104310,NULL
30104327,NULL
30104358,NULL
30104372,NULL
30104389,NULL
30105409,NULL
30105621,NULL
30105638,NULL
30105645,NULL
30106420,NULL
30106444,NULL
30106451,NULL
30106468,NULL
30107038,NULL
30107151,NULL
30107168,NULL
30107793,NULL
30107809,NULL
30107908,NULL
30108004,NULL
30108028,NULL
30108103,NULL
30108110,NULL
30108387,NULL
30108493,NULL
30109193,NULL
30109292,NULL
30109315,NULL
30109322,NULL
30109346,NULL
30109650,NULL
30109667,NULL
30109674,NULL
30109698,NULL
30109704,NULL
30109759,NULL
30109803,NULL
30110250,NULL
30110267,NULL
30110274,NULL
30110298,NULL
30110311,NULL
30110328,NULL
30110342,NULL
30110359,NULL
30110366,NULL
30110373,NULL
30110403,NULL
30110410,NULL
30110427,NULL
30110441,NULL
30110458,NULL
30110502,NULL
30110519,NULL
30110540,NULL
30110571,NULL
30110588,NULL
30110649,NULL
30110656,NULL
30110670,NULL
30110717,NULL
30110724,NULL
30110786,NULL
30110793,NULL
30110809,NULL
30110823,NULL
30110847,NULL
30110953,NULL
30110977,NULL
30111257,NULL
30112360,NULL
30112377,NULL
30112421,NULL
30112438,NULL
30113183,NULL
30113190,NULL
30113244,NULL
30113442,NULL
30113466,NULL
30114159,NULL
30114166,NULL
30114173,NULL
30114180,NULL
30114197,NULL
30115675,NULL
30115712,NULL
30115729,NULL
30115941,NULL
30115972,NULL
30116023,NULL
30116078,NULL
30116214,NULL
30116238,NULL
30116252,NULL
30116290,NULL
30116313,NULL
30116344,NULL
30116689,NULL
30116900,NULL
30117136,NULL
30117143,NULL
30117150,NULL
30117167,NULL
30117747,NULL
30117785,NULL
38381423,NULL
40057668,NULL
40084053,NULL
40099132,NULL
40099316,NULL
40099330,NULL
40111216,NULL
40120409,NULL
40133195,NULL
40133201,NULL
40133218,NULL
40144115,NULL
40144924,NULL
40345123,NULL
40534695,NULL
40822037,NULL
40883007,NULL
40883564,NULL
40883946,NULL
42069775,NULL
42078760,NULL
42078869,NULL
42078876,NULL
42078883,NULL
42078968,NULL
42078999,NULL
42096276,NULL
42117377,NULL
42123866,NULL
42153153,NULL
42153184,NULL
42178644,NULL
42178651,NULL
42181811,NULL
42182597,NULL
42182634,NULL
42182740,NULL
42185154,NULL
42185840,NULL
42192343,NULL
42199595,NULL
42199601,NULL
42199618,NULL
42199625,NULL
42199632,NULL
42204190,NULL
42209522,NULL
42209539,NULL
42209546,NULL
42209553,NULL
42210559,NULL
42213512,NULL
42219477,NULL
42222132,NULL
42222149,NULL
42222163,NULL
42222170,NULL
42222187,NULL
42222194,NULL
42222798,NULL
42223030,NULL
42223047,NULL
42223054,NULL
42223061,NULL
42223078,NULL
42223351,NULL
42223399,NULL
42224372,NULL
42225348,NULL
42225355,NULL
42225362,NULL
42225379,NULL
42225386,NULL
42225454,NULL
42226086,NULL
42231202,NULL
42231462,NULL
42236788,NULL
42236849,NULL
42239871,NULL
42239888,NULL
42240181,NULL
42243236,NULL
42243526,NULL
42243694,NULL
42246022,NULL
42246039,NULL
42246046,NULL
42246053,NULL
42246541,NULL
42246664,NULL
42247340,NULL
